"state","sex","q10horseGP","race3m1","race3m2","weight"
"Maine","Male","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,3.41176470588235
"New Jersey","Female","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.82352941176471
"Georgia","Female","Not registered","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)",NA,6.73529411764706
"Pennsylvania","Male","Other-refused to lean","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.55882352941176
"Michigan","Female","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)",6.73529411764706
"Indiana","Female","Clinton/lean Clinton","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)",NA,3.23529411764706
"Ohio","Male","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,6.08823529411765
"Kentucky","Female","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.88235294117647
"Indiana","Male","Clinton/lean Clinton","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)",NA,3.67647058823529
"New Jersey","Female","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.17647058823529
"Ohio","Female","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,6.73529411764706
"Kentucky","Female","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1
"Ohio","Male","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.35294117647059
"South Carolina","Female","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,6.73529411764706
"Indiana","Female","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.55882352941176
"Ohio","Male","Other-refused to lean","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.58823529411765
"Michigan","Female","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.79411764705882
"West Virginia","Female","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,5.44117647058824
"Pennsylvania","Female","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,6.73529411764706
"Ohio","Male","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,3.35294117647059
"Michigan","Female","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,3.52941176470588
"Georgia","Male","Not registered","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,6.73529411764706
"West Virginia","Female","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.32352941176471
"Ohio","Male","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.47058823529412
"Kentucky","Female","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.55882352941176
"North Carolina","Female","Johnson/lean Johnson","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.79411764705882
"South Carolina","Male","Not registered","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.26470588235294
"Tennessee","Female","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.82352941176471
"Louisiana","Male","Not registered","Hispanic/Latino (VOL.) (e.g., Mexican, Puerto Rican, Cuban)",NA,4.32352941176471
"Indiana","Female","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","Native American/American Indian/Alaska Native (VOL.)",2.23529411764706
"Wisconsin","Female","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.67647058823529
"Oklahoma","Male","Trump/lean Trump","Native American/American Indian/Alaska Native (VOL.)",NA,3.29411764705882
"Arkansas","Female","Clinton/lean Clinton","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)",NA,2.41176470588235
"North Carolina","Female","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.73529411764706
"Ohio","Female","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.38235294117647
"California","Female","Not registered","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,5.32352941176471
"Oregon","Female","Johnson/lean Johnson","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.47058823529412
"Washington","Male","Not registered","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)",NA,6.73529411764706
"California","Male","Other-refused to lean","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.76470588235294
"Michigan","Male","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.61764705882353
"Florida","Male","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1
"West Virginia","Female","Not registered","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.94117647058824
"Arizona","Male","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.29411764705882
"Texas","Female","Not registered","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.44117647058824
"Colorado","Male","Johnson/lean Johnson","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,3
"New Mexico","Female","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.11764705882353
"California","Female","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.91176470588235
"California","Male","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.58823529411765
"California","Female","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,4.41176470588235
"Oregon","Female","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.35294117647059
"Florida","Female","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.14705882352941
"New Jersey","Male","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.52941176470588
"Virginia","Male","DK-refused to lean","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","Native American/American Indian/Alaska Native (VOL.)",2.67647058823529
"North Carolina","Female","Clinton/lean Clinton","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)",NA,6.73529411764706
"Florida","Male","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.26470588235294
"Florida","Male","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.58823529411765
"Pennsylvania","Female","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,6.73529411764706
"North Carolina","Female","Clinton/lean Clinton","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)",NA,6.73529411764706
"Ohio","Female","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,3.32352941176471
"Florida","Male","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.14705882352941
"Florida","Male","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.14705882352941
"Florida","Male","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1
"Kentucky","Female","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,6.35294117647059
"Texas","Female","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.14705882352941
"Oklahoma","Female","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.11764705882353
"Louisiana","Female","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.32352941176471
"District of Columbia","Female","Clinton/lean Clinton","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)","Native American/American Indian/Alaska Native (VOL.)",1.32352941176471
"Texas","Female","Not registered","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,5.17647058823529
"Oklahoma","Female","Not registered","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",4.17647058823529
"Florida","Male","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1
"Florida","Female","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1
"Florida","Male","Trump/lean Trump","Native American/American Indian/Alaska Native (VOL.)",NA,3.52941176470588
"Kentucky","Female","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.44117647058824
"Wyoming","Female","Not registered","Asian or Asian-American (e.g., Asian Indian, Chinese, Filipino, Vietnamese or other Asian origin groups)",NA,3.29411764705882
"Virginia","Male","Other-refused to lean","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.32352941176471
"Texas","Female","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.05882352941176
"Mississippi","Female","Clinton/lean Clinton","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)",NA,5.32352941176471
"California","Female","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.05882352941176
"Illinois","Female","Other-refused to lean","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.47058823529412
"North Carolina","Female","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.44117647058824
"Georgia","Female","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1
"Oregon","Male","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.29411764705882
"Florida","Female","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,3.32352941176471
"Washington","Male","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1
"Nevada","Male","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,6.73529411764706
"California","Female","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.91176470588235
"Arizona","Female","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.17647058823529
"California","Male","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.79411764705882
"New Hampshire","Male","Johnson/lean Johnson","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.64705882352941
"New Jersey","Female","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.67647058823529
"New York","Female","DK-refused to lean","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.76470588235294
"Massachusetts","Female","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.88235294117647
"New York","Male","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.29411764705882
"New York","Female","Not registered","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.35294117647059
"New Jersey","Male","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.26470588235294
"Alaska","Male","Trump/lean Trump","Some other race (SPECIFY____ IF NEEDED: What race or races is that?)",NA,6.73529411764706
"Washington","Male","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,6.73529411764706
"Minnesota","Male","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.47058823529412
"Minnesota","Male","Clinton/lean Clinton","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)",NA,1.44117647058824
"Wisconsin","Female","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.73529411764706
"Wisconsin","Male","Not registered","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,3.17647058823529
"Missouri","Female","Johnson/lean Johnson","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.26470588235294
"Minnesota","Female","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.58823529411765
"Wisconsin","Male","Other-refused to lean","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,3.14705882352941
"Colorado","Male","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1
"California","Male","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,6.73529411764706
"Arkansas","Male","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.35294117647059
"Illinois","Female","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,6.35294117647059
"North Carolina","Male","Clinton/lean Clinton","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)",NA,3.73529411764706
"Texas","Male","Johnson/lean Johnson","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,6.02941176470588
"Pennsylvania","Female","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,3.44117647058824
"Mississippi","Female","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.29411764705882
"Montana","Female","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,3.11764705882353
"Connecticut","Female","Not registered","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)",NA,6.29411764705882
"Florida","Male","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.14705882352941
"Kentucky","Female","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,3.02941176470588
"Wisconsin","Male","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.38235294117647
"Pennsylvania","Male","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.32352941176471
"Virginia","Female","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.38235294117647
"California","Female","Not registered","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,6.73529411764706
"Michigan","Male","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,5.38235294117647
"Florida","Male","Clinton/lean Clinton","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)",NA,2.58823529411765
